C0210018,20281,4B,1747832400,131712,0,0,0,0,0,4056,rel.5.1L,,,,,,,,,,,,,,,,,,
63210023,202B3,55,1747832400,39444,65472,0,42879,17,47,295,265,0,-150,0,4054,0,39365,65472,2478383,69117,,,,,,,,,
63210023,202B4,49,1747832400,2220,1730,6002,6350,8288,8351,3723,3602,4756,4482,4564,3122,50,3,,,,,,,,,,,,
63210001,202B5,49,1747836000,356,310,477,600,714,765,646,669,481,570,566,613,50,3,,,,,,,,,,,,
63210009,202B6,55,1747839600,37426,65472,0,44287,17,52,189,-82,0,-27,0,3971,0,37385,65472,2837045,71315,,,,,,,,,
63210009,202B7,49,1747839600,75,48,93,101,133,127,219,169,204,171,181,127,50,3,,,,,,,,,,,,
C0210018,202B8,4B,1747843200,131767,0,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,202B9,4C,1747843200,0,0,-137,-22,-137,-137,-137,-137,-137,-137,-86,-36,-96,-137,-137,-137,-137,-137,-137,-14,-28,-137,0,0,0,0
53210018,202BA,55,99,46835,65472,0,46332,17,95,12,-3330,0,-940,0,-2108,0,46733,65472,1413467,65323,,,,,,,,,
53210018,202BB,49,99,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210006,202BC,49,28800,9,0,0,0,0,0,1,1,7,5,7,2,50,3,,,,,,,,,,,,
63210006,202BD,55,32400,35329,65472,0,42748,17,62,226,-1044,0,-3672,0,-1528,0,35247,65472,2833058,71201,,,,,,,,,
63210006,202BE,49,32400,9,0,0,0,0,0,1,1,7,5,7,2,50,3,,,,,,,,,,,,
63210005,202BF,55,36000,34555,65472,0,43007,17,19,232,-247,0,-69,0,4063,0,34531,65472,2691661,71108,,,,,,,,,
63210005,202C0,49,36000,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,202C1,55,39600,34805,65472,0,43003,17,19,228,-246,0,-69,0,4063,0,34768,65472,2693917,71089,,,,,,,,,
63210005,202C2,49,39600,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,202C3,55,1747836000,38124,65472,0,42879,17,37,383,36,0,-901,0,3975,0,38096,65472,2448478,69554,,,,,,,,,
63210023,202C4,49,1747836000,3695,2295,9092,9105,11552,10368,6801,6144,8645,7968,8141,5584,50,3,,,,,,,,,,,,
63210023,202C5,55,1747839600,38878,65472,0,42879,17,46,282,43,0,-902,0,3974,0,38858,65472,2490065,69576,,,,,,,,,
63210023,202C6,49,1747839600,2331,1481,5888,5928,7155,6296,4163,3683,4904,4558,4736,3320,50,3,,,,,,,,,,,,
63210022,202C7,49,2338200,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210001,202C8,55,1747839600,37089,65472,0,43264,17,55,190,-284,0,685,0,3945,0,37071,65472,2853657,69333,,,,,,,,,
63210001,202C9,49,1747839600,269,136,266,291,392,328,686,572,367,447,381,491,50,3,,,,,,,,,,,,
63210009,202CA,55,1747843200,39447,65472,0,44287,17,52,237,1734,0,536,0,3545,0,39433,65472,2174608,71392,,,,,,,,,
63210009,202CB,49,1747843200,498,389,1473,1824,2548,3017,1173,1050,1294,1229,1238,1085,50,3,,,,,,,,,,,,
C0210018,202CC,4B,1747846800,131787,20,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,202CD,4C,1747846800,0,0,-137,-84,-137,-137,-137,-137,-137,-137,-76,-100,-92,-137,-137,-137,-137,-137,-105,-74,-85,-137,0,0,0,0
53210018,202CE,55,1649543400,46991,65472,0,45233,17,95,9,-3329,0,-940,0,-2107,0,46772,65472,1414011,65321,,,,,,,,,
63210006,202CF,55,36000,35344,65472,0,42748,17,62,225,-1044,0,-3672,0,-1528,0,35311,65472,2833827,71207,,,,,,,,,
63210006,202D0,49,36000,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,202D1,55,39600,35415,65472,0,42746,17,62,224,-1044,0,-3672,0,-1528,0,35378,65472,2828679,71215,,,,,,,,,
63210006,202D2,49,39600,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,202D3,55,43200,34987,65472,0,43006,17,19,226,-246,0,-68,0,4063,0,34953,65472,2695621,71079,,,,,,,,,
63210005,202D4,49,43200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,202D5,55,46800,35238,65472,0,43002,17,19,223,-245,0,-68,0,4063,0,35131,65472,2697272,71062,,,,,,,,,
63210005,202D6,49,46800,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,202D7,55,1747843200,38962,65472,0,42879,17,41,306,41,0,-902,0,3975,0,38949,65472,2489944,69491,,,,,,,,,
63210023,202D8,49,1747843200,2497,1546,6911,6592,7852,6735,3752,3901,5461,5025,5095,3635,50,3,,,,,,,,,,,,
63210023,202D9,55,1747846800,39909,65472,0,42877,17,53,195,48,0,-901,0,3973,0,39896,65472,2521762,69411,,,,,,,,,
63210023,202DA,49,1747846800,749,485,2009,1973,2512,2213,1499,1282,1754,1574,1611,1094,50,3,,,,,,,,,,,,
63210022,202DB,49,2338200,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,202DC,49,2338200,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210001,202DD,49,1747839600,269,136,266,291,392,328,686,572,367,447,381,491,50,3,,,,,,,,,,,,
63210009,202DE,55,1747846800,40141,65472,0,44287,17,57,177,1809,0,536,0,3508,0,40125,65472,2205658,71373,,,,,,,,,
63210009,202DF,49,1747846800,155,110,453,543,770,901,399,348,410,386,384,332,50,3,,,,,,,,,,,,
C0210018,2.02E+02,4B,1747850400,131807,40,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,2.02E+03,4C,1747850400,0,0,-137,-83,-137,-137,-137,-137,-137,-137,-78,-104,-93,-137,-137,-137,-137,-137,-105,-73,-85,-77,0,0,0,0
53210018,2.02E+04,55,1649543400,46991,65472,0,45233,17,95,9,-3329,0,-940,0,-2107,0,46772,65472,1414011,65321,,,,,,,,,
53210018,2.02E+05,49,1649543400,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,2.02E+06,55,1649544300,47020,65472,0,45473,17,95,9,-3329,0,-940,0,-2108,0,46806,65472,1409467,65321,,,,,,,,,
63210006,2.02E+07,55,43200,35501,65472,0,42742,17,63,221,-1044,0,-3672,0,-1528,0,35466,65472,2829725,71222,,,,,,,,,
63210005,2.02E+08,55,50400,35365,65472,0,43002,17,20,220,-244,0,-68,0,4063,0,35321,65472,2699161,71044,,,,,,,,,
63210005,2.02E+09,49,50400,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2.02E+10,55,54000,35533,65472,0,43001,17,20,218,-244,0,-67,0,4064,0,35490,65472,2695305,71038,,,,,,,,,
63210005,2.02E+11,49,54000,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,202EA,55,1747850400,40697,65472,0,42862,17,60,151,50,0,-900,0,3973,0,40626,65472,2535053,69109,,,,,,,,,
63210023,202EB,49,1747850400,498,316,1383,1330,1775,1543,1015,848,1131,995,1071,736,50,3,,,,,,,,,,,,
63210022,202EC,55,2339100,36004,65472,0,43903,17,54,205,-49,0,299,0,4011,0,36010,65472,2851769,71323,,,,,,,,,
63210022,202ED,55,2339100,36004,65472,0,43903,17,54,205,-49,0,299,0,4011,0,36010,65472,2851769,71323,,,,,,,,,
63210022,202EE,49,2339100,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,202EF,55,2340000,35970,65472,0,43903,17,54,205,-49,0,299,0,4011,0,36011,65472,2851737,71344,,,,,,,,,
63210001,202F0,55,1747843201,39347,65472,0,43265,17,63,211,-643,0,49,0,3949,0,39225,65472,2363102,69334,,,,,,,,,
63210001,202F1,49,1747843201,3058,1937,9785,11354,14660,14530,6324,5662,7748,7297,7422,5294,50,3,,,,,,,,,,,,
63210001,202F2,55,1747846800,39817,65472,0,43264,17,70,170,-652,0,48,0,3945,0,39765,65472,2395725,69326,,,,,,,,,
63210001,202F3,49,1747846800,926,654,2928,3417,4121,4117,2675,2127,2710,2414,2622,1809,50,3,,,,,,,,,,,,
63210001,202F4,55,1747850400,40218,65472,0,43263,17,77,138,-653,0,48,0,3943,0,40193,65472,2418015,69181,,,,,,,,,
63210009,202F5,55,1747850400,40646,65472,0,44287,17,61,138,1839,0,536,0,3487,0,40928,65472,2220031,71364,,,,,,,,,
63210009,202F6,49,1747850400,86,62,274,322,458,538,233,204,231,217,211,186,50,3,,,,,,,,,,,,
63210003,202F7,55,1747828800,35887,65472,0,43775,17,41,205,151,0,4092,0,1031,0,35901,65472,2825039,71296,,,,,,,,,
63210003,202F8,49,1747828800,887,884,1106,1748,2629,2694,1119,1536,743,1208,823,1516,50,3,,,,,,,,,,,,
63210003,202F9,55,1747850400,40134,65472,0,43902,17,52,160,-2869,0,1163,0,-2667,0,40138,65472,2256270,71628,,,,,,,,,
63210003,202FA,49,1747850400,16510,12394,12110,10586,14649,13824,31162,27341,25465,23422,26095,27895,50,3,,,,,,,,,,,,
C0210018,202FB,4B,1747854000,131834,67,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,202FC,4C,1747854000,0,0,-137,-82,-137,-137,-137,-137,-137,-137,-76,-104,-87,-137,-137,-137,-137,-137,-105,-71,-85,-75,0,0,0,0
53210018,202FD,49,1649544300,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,202FE,55,1649545200,47058,65472,0,45573,17,95,7,-3329,0,-940,0,-2108,0,46807,65472,1411371,65319,,,,,,,,,
53210018,202FF,49,1649545200,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,20300,55,1649546100,47083,65472,0,45639,17,96,6,-3329,0,-940,0,-2108,0,46840,65472,1414865,65320,,,,,,,,,
63210006,20301,55,43200,35501,65472,0,42742,17,63,221,-1044,0,-3672,0,-1528,0,35466,65472,2829725,71222,,,,,,,,,
63210006,20302,49,43200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20303,55,46800,35626,65472,0,42737,17,63,218,-1044,0,-3672,0,-1528,0,35577,65472,2836695,71224,,,,,,,,,
63210005,20304,55,57600,35640,65472,0,43004,17,20,215,-244,0,-67,0,4064,0,35670,65472,2702430,71028,,,,,,,,,
63210005,20305,49,57600,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,20306,55,1747854000,41380,65472,0,42763,17,67,101,53,0,-898,0,3972,0,41345,65472,2543993,68975,,,,,,,,,
63210023,20307,49,1747854000,132,97,442,417,567,514,314,257,316,275,298,236,50,3,,,,,,,,,,,,
63210022,20308,49,2340000,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210001,20309,49,1747850400,532,389,1748,2019,2487,2485,1762,1377,1656,1452,1563,1110,50,3,,,,,,,,,,,,
63210001,2030A,55,1747854000,40699,65472,0,43263,17,84,101,-653,0,48,0,3941,0,40695,65472,2428310,68960,,,,,,,,,
63210001,2030B,49,1747854000,166,151,628,709,872,907,573,463,513,444,486,404,50,3,,,,,,,,,,,,
63210009,2030C,55,1747854000,41187,65472,0,44283,17,66,86,1854,0,537,0,3475,0,41172,65472,2228562,71354,,,,,,,,,
63210009,2030D,49,1747854000,24,21,97,113,162,200,69,62,67,62,60,59,50,3,,,,,,,,,,,,
63210003,2030E,55,1747854000,40661,65472,0,44031,17,62,110,-2867,0,1168,0,-2663,0,40645,65472,2267625,71578,,,,,,,,,
63210003,2030F,49,1747854000,4239,4016,3756,3502,5447,5532,7906,6729,5849,5330,6680,8484,50,3,,,,,,,,,,,,
C0210018,20310,4B,1747857600,131855,88,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,20311,4C,1747857600,0,0,-137,-85,-137,-137,-137,-137,-137,-137,-75,-104,-89,-137,-137,-137,-137,-137,-106,-73,-89,-76,0,0,0,0
53210018,20312,49,1649546100,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,20313,55,1649547000,47104,65472,0,45728,17,96,5,-3329,0,-940,0,-2107,0,46853,65472,1415568,65322,,,,,,,,,
53210018,20314,49,1649547000,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,20315,55,1649547900,47119,65472,0,45813,17,96,7,-3329,0,-940,0,-2108,0,46870,65472,1415690,65319,,,,,,,,,
53210018,20316,49,1649547900,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210006,20317,49,46800,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20318,55,50400,35747,65472,0,42738,17,63,216,-1044,0,-3671,0,-1528,0,35689,65472,2837879,71234,,,,,,,,,
63210006,20319,49,50400,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,2031A,55,54000,35795,65472,0,42737,17,63,217,-1044,0,-3672,0,-1528,0,35684,65472,2837773,71239,,,,,,,,,
63210005,2031B,55,61200,35860,65472,0,42992,17,20,213,-243,0,-66,0,4064,0,35814,65472,2703798,71017,,,,,,,,,
63210005,2031C,49,61200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2031D,55,64800,36077,65472,0,43000,17,20,210,-243,0,-66,0,4065,0,36072,65472,2700903,71007,,,,,,,,,
63210005,2031E,49,64800,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2031F,55,68400,36386,65472,0,42995,17,21,206,-242,0,-66,0,4065,0,36370,65472,2709658,70996,,,,,,,,,
63210005,20320,49,68400,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,20321,55,1747857600,42037,65472,0,42752,17,74,64,55,0,-898,0,3972,0,42025,65472,2552291,68841,,,,,,,,,
63210023,20322,49,1747857600,0,0,2,2,3,2,2,1,1,0,0,0,50,3,,,,,,,,,,,,
63210022,20323,49,2340000,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,20324,55,2340900,36045,65472,0,43903,17,54,205,-49,0,299,0,4011,0,35997,65472,2851704,71317,,,,,,,,,
63210022,20325,49,2340900,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,20326,55,2341800,36046,65472,0,43903,17,54,205,-49,0,299,0,4011,0,36001,65472,2845809,71322,,,,,,,,,
63210022,20327,49,2341800,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210001,20328,55,1747857600,41236,65472,0,43263,17,94,65,-654,0,48,0,3939,0,41208,65472,2421024,68833,,,,,,,,,
63210001,20329,49,1747857600,1,0,3,3,5,4,3,2,2,1,0,0,50,3,,,,,,,,,,,,
63210009,2032A,55,1747857600,41820,65472,0,44160,17,72,42,1864,0,534,0,3466,0,41800,65472,2240406,71308,,,,,,,,,
63210009,2032B,49,1747857600,0,0,0,0,0,1,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210003,2032C,55,1747857600,41205,65472,0,44123,17,75,72,-2866,0,1171,0,-2661,0,41200,65472,2274700,71572,,,,,,,,,
63210003,2032D,49,1747857600,11,14,17,14,21,20,52,32,21,16,19,26,50,3,,,,,,,,,,,,
C0210018,2032E,4B,1747861200,131885,118,0,0,0,0,4030,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,2032F,4C,1747861200,0,0,-137,-83,-137,-137,-137,-137,-137,-137,-74,-103,-87,-137,-137,-137,-137,-137,-105,-74,-85,-77,0,0,0,0
53210018,20330,55,1649548800,47046,65472,0,45863,17,96,7,-3329,0,-940,0,-2108,0,46885,65472,1413013,65324,,,,,,,,,
53210018,20331,49,1649548800,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
53210018,20332,55,1747821600,37513,65472,0,43391,17,52,189,132,0,-83,0,4018,0,37484,65472,2860548,68757,,,,,,,,,
53210018,20333,49,1747821600,634,535,1706,2808,5099,5648,1630,1100,1397,1220,1437,856,100,3,,,,,,,,,,,,
53210018,20334,55,1747825200,36404,65472,0,43391,17,48,200,132,0,-67,0,4018,0,36399,65472,2856893,68581,,,,,,,,,
63210006,20335,49,54000,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20336,55,57600,35809,65472,0,42739,17,63,214,-1044,0,-3672,0,-1528,0,35777,65472,2832939,71245,,,,,,,,,
63210006,20337,49,57600,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20338,55,61200,35892,65472,0,42736,17,63,213,-1045,0,-3672,0,-1528,0,35854,65472,2839713,71247,,,,,,,,,
63210005,20339,49,68400,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2033A,55,72000,36627,65472,0,42941,17,21,201,-241,0,-66,0,4065,0,36682,65472,2707120,70982,,,,,,,,,
63210005,2033B,49,72000,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2033C,55,75600,37015,65472,0,42941,17,21,197,-241,0,-66,0,4065,0,37005,65472,2710346,70971,,,,,,,,,
63210005,2033D,49,75600,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210005,2033E,55,79200,37219,65472,0,42961,17,22,193,-239,0,-63,0,4066,0,37139,65472,2717199,70956,,,,,,,,,
63210023,2033F,55,1747861200,42541,65472,0,42752,17,76,44,57,0,-897,0,3972,0,42525,65472,2554671,68637,,,,,,,,,
63210023,20340,49,1747861200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210022,20341,55,2342701,36101,65472,0,43903,17,54,205,-48,0,299,0,4011,0,35998,65472,2851554,71339,,,,,,,,,
63210022,20342,49,2342701,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,20343,55,2343600,35981,65472,0,43903,17,54,205,-49,0,299,0,4011,0,35996,65472,2851530,71327,,,,,,,,,
63210022,20344,49,2343600,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
63210022,20345,55,2344500,36044,65472,0,43903,17,54,205,-49,0,299,0,4011,0,35997,65472,2851590,71329,,,,,,,,,
63210001,20346,55,1747861200,41650,65472,0,43263,17,95,40,-655,0,47,0,3938,0,41630,65472,2413260,68688,,,,,,,,,
63210001,20347,49,1747861200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210009,20348,55,1747861200,42275,65472,0,44159,17,73,19,1869,0,535,0,3462,0,42253,65472,2238406,71237,,,,,,,,,
63210009,20349,49,1747861200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210003,2034A,55,1747861200,41625,65472,0,44159,17,79,43,-2864,0,1173,0,-2661,0,41640,65472,2275926,71499,,,,,,,,,
63210003,2034B,49,1747861200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
C0210018,2034C,4B,1747864800,131915,148,0,0,0,0,4018,rel.5.1L,,,,,,,,,,,,,,,,,,
C0210018,2034D,4C,1747864800,0,0,-137,-86,-137,-137,-137,-137,-137,-137,-75,-101,-88,-137,-137,-137,-137,-137,-105,-74,-89,-76,0,0,0,0
53210018,2034E,49,1747825200,639,543,1478,1871,3122,3679,1535,1331,1243,1237,1297,1195,50,3,,,,,,,,,,,,
53210018,2034F,55,1747828800,36183,65472,0,43391,17,44,204,134,0,-69,0,4017,0,36134,65472,2848637,68591,,,,,,,,,
53210018,20350,49,1747828800,483,431,965,1277,2138,2228,1088,922,1020,1058,963,823,50,3,,,,,,,,,,,,
53210018,20351,55,1747832400,33280,65472,0,43391,17,39,245,-334,0,109,0,-4023,0,33488,65472,2808660,68642,,,,,,,,,
53210018,20352,49,1747832400,3072,2824,2417,2459,2869,2960,5871,5278,4537,4579,4961,4732,50,3,,,,,,,,,,,,
63210006,20353,49,61200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20354,55,64800,35939,65472,0,42728,17,63,213,-1045,0,-3671,0,-1528,0,35903,65472,2840142,71250,,,,,,,,,
63210006,20355,49,64800,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210006,20356,55,68400,36004,65472,0,42725,17,62,212,-1044,0,-3671,0,-1528,0,35959,65472,2834968,71256,,,,,,,,,
63210006,20357,49,68400,115,14,5,10,15,4,25,24,91,70,98,33,50,3,,,,,,,,,,,,
63210005,20358,55,79200,37219,65472,0,42961,17,22,193,-239,0,-63,0,4066,0,37139,65472,2717199,70956,,,,,,,,,
63210005,20359,49,79200,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210023,2035A,55,1747864801,42723,65472,0,42752,17,83,61,55,0,-897,0,3972,0,42731,65472,2543406,68524,,,,,,,,,
63210023,2035B,49,1747864801,0,0,0,0,0,0,0,0,0,0,0,0,50,3,,,,,,,,,,,,
63210022,2035C,49,2344500,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,,,,,,,,,,,
